Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1987,2.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1986,2.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1985,2.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1984,2.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1983,2.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1982,2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1981,1.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1980,1.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1979,1.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1978,1.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1977,1.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1976,1.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1975,1.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2016,25.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2015,25.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2014,24.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2013,24.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2012,23.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2011,23.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2010,22.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2009,22.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2008,21.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2007,21.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2006,20.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2005,20.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2004,19.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2003,19.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2002,19.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2001,18.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,2000,18.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1999,17.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1998,17.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1997,16.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1996,16.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1995,16.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1994,15.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1993,15.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1992,14.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1991,14.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1990,14,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1989,13.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1988,13.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1987,12.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1986,12.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1985,12,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1984,11.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1983,11.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1982,10.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1981,10.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1980,10.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1979,9.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1978,9.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1977,9.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1976,9.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1975,8.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2016,29,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2015,28.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2014,28.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2013,27.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2012,27.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2011,26.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2010,26.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2009,25.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2008,25.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2007,25,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2006,24.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2005,24.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2004,23.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2003,23.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2002,22.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2001,22.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,2000,22.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1999,21.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1998,21.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1997,21,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1996,20.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1995,20.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1994,19.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1993,19.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1992,19.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1991,18.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1990,18.3,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1989,17.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1988,17.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1987,17.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1986,16.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1985,16.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1984,16.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1983,15.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1982,15.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1981,15.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1980,14.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1979,14.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1978,14.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1977,13.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1976,13.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1975,13.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2016,23,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2015,22.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2014,22.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2013,21.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2012,21.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2011,20.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2010,20.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2009,19.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2008,19.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2007,19.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2006,18.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2005,18.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2004,18,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2003,17.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2002,17.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2001,17.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,2000,16.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1999,16.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1998,16.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1997,15.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1996,15.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1995,15.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1994,15.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1993,14.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1992,14.6,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1991,14.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1990,14.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1989,13.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1988,13.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1987,13.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1986,13,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1985,12.7,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1984,12.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1983,12.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1982,11.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1981,11.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1980,11.1,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1979,10.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1978,10.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1977,10.2,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1976,9.8,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1975,9.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2016,28.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2015,27.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2014,27.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2013,26.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2012,26.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2011,25.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2010,25.4,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2009,24.9,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2008,24.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2007,24,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2006,23.5,female
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,2005,23,female
